Symbol,Text,Name,Date,Favorites,Retweets,Tweet Type,Hashtags,Mentions,Media Type
WMT,"RT @megancgraham : Many TikTok users are big fans of Walmart. In March I wrote how TikTok users, to make designer lookalikes, were buying items at Walmart to DIY to make dupes of Brandy Melville/Gucci/etc. When you're in TikToks every day you want fresh looks w/o $$$ https://t.co/KzvipTFM8r",CNBC,27/08/2020,0,0,Retweet,0,0,
WMT,"RT @melissa_repko : Big news: Walmart confirms to CNBC that it's teaming up with Microsoft on a bid for TikTok. 

In a statement, the retailer said TikTok’s integration of e-commerce and advertising “is a clear benefit to creators and users in those markets.”

$WMT https://t.co/MXWwPFmXaq  $WMT",CNBC,27/08/2020,0,0,Retweet,0,0,
WMT,"RT @melissa_repko : Walmart is launching its membership program, Walmart+, Sept. 15. It will cost $98 a year, or $12.95 a month.

Perks include:
- Unlimited free delivery 
- Fuel discounts of up to 5 cents a gallon 
- Scan &amp; Go app that allows shoppers to skip lines

https://t.co/grj4UxbfRH",CNBC,01/09/2020,0,0,Retweet,0,0,
WMT,"RT @melissa_repko : With bid for TikTok, Walmart is looking to turn a political turf war into its own advantage. I spoke to analysts and industry-watchers about why Walmart has teamed up with Microsoft to try to buy the app.
$WMT https://t.co/ldijyLW4zb",CNBC,27/08/2020,0,0,Retweet,0,0,
WMT,"RT @MikeIsaac : good morning!

Walmart is trying to buy TikTok and everything is insane

https://t.co/sjt7aADhyz",NYT Business,27/08/2020,0,0,Retweet,0,0,
WMT,"RT @PowerLunch : The @tiktok_us saga is heating up as @Walmart is teaming up with @Microsoft to acquire the social media platform. @sherman4949 explains how both these companies will stand to benefit if their bid is approved.

$WMT $MSFT $ORCL https://t.co/1NJWMvWDPf",CNBC,27/08/2020,0,0,Retweet,0,4,video
WMT,"RT @PowerLunch : Why @Walmart wants to buy @tiktok_us.
$WMT $ORCL $MSFT https://t.co/Y1UbMNAmQV",CNBC,28/08/2020,0,0,Retweet,0,2,video
WMT,"RT @RileyCNBC : NEW: As Walmart says it’s teaming up with Microsoft in the ongoing race to acquire #TikTok, a new survey from CNBC finds that most CFOs around the ?? believe this is the time for dealmaking... not preserving cash. $WMT $MSFT https://t.co/tJzfLGww2r",CNBC,28/08/2020,0,0,Retweet,1,0,
WMT,"RT @sherman4949 : SoftBank's Marcelo Claure originally put together the Walmart/Google/SoftBank consortium. When the US government made it clear Walmart couldn't lead the bid, and Google didn't want to step in, that consortium died and Walmart moved on to Microsoft: https://t.co/v6oPotr7kC",CNBC,27/08/2020,0,0,Retweet,0,0,
WMT,RT @Spus : What you missed today on @Benzinga #PreMarket Prep Show. https://t.co/7bdayEhSFu. @ScottTheCowGuy joins the show (48 min 10 sec in) with his realistic approach to the market. $TSLA $AAPL $WKHS $RKT $BIGC $WMT $MSFT @TripleDTrader,Benzinga,31/08/2020,0,0,Retweet,1,3,
WMT,"RT @Tanzeel_Akhtar : #TikTok Sale Looks Imminent As Microsoft Teams With Walmart, Oracle Finalizes Bid $MSFT $WMT $ORCL https://t.co/ZyadSNKYPt via @benzinga",Benzinga,27/08/2020,0,0,Retweet,1,1,
WMT,RT @TheStreet : Here's why @JimCramer is keeping a close eye on Walmart $WMT after earnings:  https://t.co/5fnHItEZFG,Jim Cramer,19/05/2020,0,0,Retweet,0,1,
WMT,"RT @YahooFinance : Highlight: “The online business is the real juggernaut here. It’s almost doubling and it’s already at scale,” @MoodysInvSvc Vice President &amp; Senior Credit Officer Charlie O’Shea says about $WMT Q2 earnings. Full interview: https://t.co/rh8SoUfGhj",Yahoo Finance,20/08/2020,0,0,Retweet,0,1,video
WMT,RT @zhonggg : So. TikTok. Walmart. Really? https://t.co/A1HXxGGqFq,NYT Business,28/08/2020,0,0,Retweet,0,0,
WMT,Sort of interesting. We know cooking at home would slow but numbers still pretty supportive: Stifel survey says 57% of consumers are eating/cooking at home vs 63% since early March. So $COST $WMT still win.,Stephanie Link,25/06/2020,72,6,Tweet,0,0,
WMT,"Starting Monday, Walmart will require customers at its stores to wear masks https://t.co/kaBaeqPfJU",NYT Business,15/07/2020,9,2,Tweet,0,0,
WMT,"Stock Market Correction hits new lows; Walmart, Domino’s, TAL Education hold up $WMT $DPZ $TAL https://t.co/wV2tTvprja",Investors.com,09/03/2020,8,2,Tweet,0,0,
WMT,"Stock market live updates: Futures rise, Walmart and Home Depot strong earnings, S&amp;P record? https://t.co/KngqBHlRF2",CNBC,18/08/2020,20,11,Tweet,0,0,
WMT,"Stocks making the biggest moves in the premarket: Zoom Video, Walmart, Tesla, Ford &amp; more https://t.co/R8g4n3VjBd",CNBC,01/09/2020,19,5,Tweet,0,0,
WMT,"Stocks making the biggest moves midday: Walmart, Microsoft, Abbott Labs, Peloton, JPMorgan &amp; more https://t.co/8uownhrttM",CNBC,27/08/2020,28,6,Tweet,0,0,
WMT,"Stocks making the biggest moves midday: Zoom Video, Walmart, Penn National Gaming, Apple &amp; more https://t.co/2sHjh4SOgp",CNBC,01/09/2020,20,12,Tweet,0,0,
WMT,"Stocktwits Trending Tickers BMO 2/18/2020 

? $SPCE +12%
?????? 
 
? $TSLA +5%
Positive news on battery technology and public ev charging stations.  
 
? $WMT +1%
Earnings miss but raise dividend by 1.9%.  
 
? $AAPL -2%
Apple warns on revenue due to coronavirus concerns. https://t.co/Ne77vmNDYV",Stocktwits,18/02/2020,61,19,Tweet,0,0,animated_gif
WMT,Tesla $TSLA is now the 10th largest company in the US with a market cap of $350 billion -- in between Walmart $WMT at $380 billion and Procter &amp; Gamble $PG at $341 billion.  https://t.co/iVhHaC9R45 https://t.co/30KeosvEd8,Bespoke,18/08/2020,174,62,Tweet,0,0,photo
WMT,"Tesla $TSLA is now the 10th largest US stock with a market cap of $310 billion.  Surpasses Mastercard $MA, JP Morgan $JPM and Procter &amp; Gamble $PG.  Next up would be Walmart $WMT sitting at $370 billion.",Bespoke,13/07/2020,95,47,Tweet,0,0,
WMT,"Tesla $TSLA is now up 50% over the last ten days, propelling it to the 9th largest stock in the US and ahead of Walmart $WMT and Procter &amp; Gamble $PG.  Market cap now $382.7 billion.  https://t.co/ZfrBEQmsGy https://t.co/xIr70eU4I7",Bespoke,21/08/2020,57,21,Tweet,0,0,photo
WMT,The Nasdaq recovered nicely Thursday after a 1% intraday drop $WMT $ABT $ISRG https://t.co/UNRujlrDop,Investors.com,27/08/2020,14,4,Tweet,0,0,
WMT,"The proposed teaming up of Walmart with Microsoft to run TikTok in the U.S. made some people scratch their heads. But to explain the approach, it helps to look at the direction that TikTok’s owner has taken its sibling app in China. https://t.co/opDjGMaSYX",NYT Business,28/08/2020,4,7,Tweet,0,0,
WMT,"The proposed teaming up of Walmart with Microsoft to run TikTok in the U.S. made some people scratch their heads. But to explain the approach, it helps to look at the direction that TikTok’s owner has taken its sibling app in China. https://t.co/RsaxF6LGpn",NYT Business,28/08/2020,2,3,Tweet,0,0,
WMT,The race to buy TikTok took another turn when Walmart said it was teaming up with Microsoft on a potential bid for the popular Chinese-owned video app. https://t.co/gKjQc263WL,NYT Business,27/08/2020,2,6,Tweet,0,0,
WMT,"The subjects of some of Jake Williams's more popular videos, such as a former Days Inn hotel or an abandoned Walmart, are fairly mundane, but viewers are drawn out of morbid curiosity, he said.  https://t.co/OVAOtfGiyN",NYT Business,28/07/2020,4,0,Tweet,0,0,
WMT,"The two groups vying to buy TikTok’s U.S. business — one is an alliance between Microsoft and Walmart, and the other is led by Oracle — are discussing how to interpret China’s new export rules that include some of TikTok’s key technologies. https://t.co/edperGw56Q",NYT Business,01/09/2020,4,1,Tweet,0,0,
WMT,TikTok interim CEO: We already have 'synergies' with Walmart in e-commerce https://t.co/iUi4gATG4x,CNBC,28/08/2020,42,24,Tweet,0,0,
WMT,TikTok is likely to announce sale of U.S. operations in the coming days; Walmart has expressed interest. https://t.co/V5yfzJnPxt,CNBC,27/08/2020,164,59,Tweet,0,0,
WMT,UBS d/g $WMT to neutral on valuation - believing the 2 point multiple expansion now anticipates better demand from lower oil. Been a champ.,Stephanie Link,04/12/2014,1,1,Tweet,0,0,
WMT,"Used clothing may be tried, but it’s still true. Even amid a pandemic, Walmart wants in. https://t.co/9BvgVI2r6C",WSJ Markets,05/06/2020,3,1,Tweet,0,0,
WMT,Walmart $WMT now trading up 75 bps pre-market.,Bespoke,18/02/2020,8,2,Tweet,0,0,
WMT,"Walmart $WMT Partners With Instacart For Same-Day Grocery Delivery In US

https://t.co/IKrNYQiiAd",Benzinga,12/08/2020,7,2,Tweet,0,0,
WMT,"Walmart announces it will launch its much-anticipated membership program, Walmart+, on Sept. 15.

Here are 5 things to know before the stock market opens today: https://t.co/clk8wOXgMB",CNBC,01/09/2020,22,11,Tweet,0,0,
WMT,Walmart blows away earnings expectations. What Cramer and others are watching in retail (via @TradingNation) https://t.co/9vRD38Yfz7,CNBC,18/08/2020,36,22,Tweet,0,1,
WMT,Walmart Earnings Ahead: Sales Figures May Offer Outlook For Spending During Coronavirus Lockdown $WMT https://t.co/8RWzg4dmH7,Benzinga,19/05/2020,2,0,Tweet,0,0,
WMT,"Walmart Forays Into Health Insurance In A Bid To Expand Health Care Offerings $WMT

https://t.co/IAbVTERu2u",Benzinga,09/07/2020,2,1,Tweet,0,0,
WMT,"Walmart gets creative, goes virtual as it plans for holiday toy shopping https://t.co/ZiZNweFNbT",CNBC,03/09/2020,27,5,Tweet,0,0,
WMT,"Walmart has the 'secret sauce' for a profitable online business, former CEO says https://t.co/mB8dd4oMjZ",CNBC,01/09/2020,41,13,Tweet,0,0,
WMT,Walmart is teaming up with Microsoft on TikTok bid https://t.co/fiKUnGVY9U,CNBC,27/08/2020,304,126,Tweet,0,0,
WMT,"Wal-Mart may mark the unofficial end to earnings season, but there are still quite a few reports left on the calendar. $WMT https://t.co/e8LECQTizl https://t.co/kUYiRGO8JW",Bespoke,18/02/2020,3,1,Tweet,0,0,photo
WMT,"Walmart partners with Shopify to expand web marketplace business.

$WMT ? 0.2% pre-market. 
$SHOP ? 5.3% pre-market.
https://t.co/d1zlX1yqYC",Stocktwits,15/06/2020,41,10,Tweet,0,0,
WMT,"Walmart quarterly merchandise highlights. 
 
$WMT ? 3.76% pre-market. https://t.co/wcffOl0mBT",Stocktwits,19/05/2020,37,18,Tweet,0,0,photo
WMT,Walmart reports earnings before the bell. Here's what to expect https://t.co/38eLW3PN3l,CNBC,18/08/2020,17,6,Tweet,0,0,
WMT,"Walmart Reports Q1 Earnings Beat, E-Commerce Sales Increase By 74% $WMT https://t.co/zqA29Ff1wv",Benzinga,19/05/2020,9,5,Tweet,0,0,
WMT,Walmart said it was teaming up with Microsoft on a potential bid for TikTok. The discussions are ongoing and other suitors for the popular Chinese-owned video app are involved. It is unclear which companies will ultimately secure a deal. https://t.co/2DiXa3dH6h,NYT Business,28/08/2020,10,7,Tweet,0,0,
WMT,"Walmart said, “We are confident that a Walmart and Microsoft partnership would meet both the expectations of U.S. TikTok users while satisfying the concerns of U.S. government regulators.” https://t.co/HleZ5KtPVj",NYT Business,28/08/2020,8,8,Tweet,0,0,
WMT,Walmart says consumer spending dropped as stimulus checks ran out https://t.co/aC8B7JCFqK,CNBC,18/08/2020,89,40,Tweet,0,0,
WMT,Walmart says it’s teaming up with Microsoft in a bid for TikTok. https://t.co/fiKUnGVY9U https://t.co/kHcs6zQZCU,CNBC,27/08/2020,87,39,Tweet,0,0,video
WMT,Walmart says its second-quarter e-commerce sales surged 104% in China https://t.co/QIFgmwMlcQ,CNBC,19/08/2020,30,16,Tweet,0,0,
WMT,Walmart says it's teaming up with Microsoft on a TikTok bid. https://t.co/OnBbCE6iro,CNBC,27/08/2020,62,20,Tweet,0,0,
WMT,"Walmart second-quarter results crush estimates, as e-commerce sales jump 97%

$WMT ? 1%
https://t.co/nDWAhkRS7G",Stocktwits,18/08/2020,27,9,Tweet,0,0,
WMT,Walmart teases launch of Walmart+ membership program as e-commerce sales surge during pandemic https://t.co/SsbmU8DeqO,CNBC,18/08/2020,39,8,Tweet,0,0,
WMT,"Walmart to launch its membership program, Walmart+, in mid-September https://t.co/Ydvc9OrGBB",CNBC,01/09/2020,115,44,Tweet,0,0,
WMT,Walmart To Launch 'Ultimate Life Hack' Subscription Service This Month $WMT https://t.co/x2Nj6lOcgg https://t.co/FhqmY1MTJl,Benzinga,01/09/2020,3,2,Tweet,0,0,animated_gif
WMT,"Walmart wanted to be majority owner of TikTok, teamed up with Alphabet and SoftBank before Microsoft https://t.co/iTqCaExZuJ",CNBC,27/08/2020,76,39,Tweet,0,0,
WMT,"Walmart, Target among stores selling these newly-recalled hand sanitizers https://t.co/Xu2BHYAxbm",Newsweek,27/07/2020,31,31,Tweet,0,0,
WMT,"Walmart, Target and CVS have joined a growing number of retailers that are requiring masks. More than half of the states have also issued statewide mask mandates.  https://t.co/OH7RperjVr",NYT Business,17/07/2020,8,4,Tweet,0,0,
WMT,"Walmart, the nation’s largest retailer, said it would require that all of its customers wear face coverings starting next week. The new policy means the company is wading into the kind of divisive issue that it has a history of avoiding. https://t.co/MmqBRHEU1o",NYT Business,16/07/2020,7,3,Tweet,0,0,
WMT,"Walmart, the nation’s largest retailer, said it would require that all of its customers wear face coverings starting next week. The new policy means the company is wading into the kind of divisive issue that it has a history of avoiding. https://t.co/XpbvooNUuM",NYT Business,16/07/2020,12,5,Tweet,0,0,
WMT,"Walmart’s Q2 results crush estimates:
-EPS: $1.56 adj. vs. $1.25 expected
-Revenue: $137.74 billion vs. $135.48 billion expected
@berthacoombs has the details. https://t.co/qNAKWCuD0k https://t.co/SAtCjmPo3X",CNBC,18/08/2020,40,20,Tweet,0,1,video
