Symbol,Text,Name,Date,Retweets,Tweet Type,Hashtags,Mentions,Media Type
HTZ,@DEN71567650 @biancoresearch ??SEC! They’re too busy having pizza parties are angling for jobs as Trump’s lapdogs. Just look at the joke of a stock aka $TSLA. Or $HTZ.,????88,07/09/2020,0,Reply,0,2,
HTZ,$HTZ  significant price movement on this stock 2.13 % change recently https://t.co/GJCC0WVQaJ,rmacmillan310,07/09/2020,0,Tweet,0,0,
HTZ,RT @EliteDayTraders : not a better advertisement in this world than one from a client. Great trading Richard!!!  $PSV $HTZ $BORR $CPE $VAL $TOPS $FRSX $RIG $OAS $MFA $LK $CIDM $TZA $MAEK $GCI $VISL https://t.co/yAbw1KgLlz,Luke Murray,07/09/2020,0,Retweet,0,0,photo
HTZ,"RT @EliteDayTraders : shorted $ADIL 1.60 cov 1.45 +..15 w/5k shares I am up $1,438 today and here are how a few in chat are doing check us out at https://t.co/KjuOQXm0JD $EDNT $PDSB $THMO $ATOS $TTOO $DO $UAVS $ATHX $HTZ $CCL $NCLH https://t.co/sMiZXD9xZz",Luke Murray,07/09/2020,0,Retweet,0,0,photo
HTZ,@iamtheecaptain @mannymvde @zipcharlie Precisely. Happened to me with $HTZ options. ??,????Machine Alberto????,06/09/2020,0,Reply,0,3,
HTZ,"?Day+Swing+Options Trade Alerts
?Educational Classes/Mentoring
?Group Events/Competitions
?Watchlists &amp; More!
?~10k members! Join Us!??

https://t.co/AboEyiPQ9g

$KTOV $WKHS $BNGO $GEVO $BOXL $UAVS $VISL $BA $VXRT $ZOM $ZM $HTZ $RKT $NNDM $MRNA $CODX $TBLT $MARA $AMD $SPCE https://t.co/PxLXNHYAIa",TEAM Trading,06/09/2020,0,Tweet,0,0,photo
HTZ,"@TicTocTick $htz $kss and $tsla (on valuation)

Your welcome",Tim,06/09/2020,0,Reply,0,1,
HTZ,Thinking about building position with $HTZ since travel is picking back up,Richard Edwards ??,06/09/2020,0,Tweet,0,0,
HTZ,RT @Akshay_Naheta : The increased participation by retail in the market makes it imperative for the SEC to step in sooner to prevent $HTZ type situations to protect retail investors. One possible quick fix might be to move trading to the OTC market the day a company files for Chapter 11? https://t.co/QIfKG1HLH1,Jason,06/09/2020,0,Retweet,0,0,photo
HTZ,"Kohl's Corp $KSS Share Price To Rise, Announcement Of Joint Venture With ""Top"" US Firm Readied For Release
https://t.co/18fy8EY2vD

$WYNN $AEGY $RAS $DE $GOOG $CLW $HTZ $VRED $VAPE $TTS",Fly On The Wall,06/09/2020,0,Tweet,0,0,
HTZ,RT @Akshay_Naheta : The increased participation by retail in the market makes it imperative for the SEC to step in sooner to prevent $HTZ type situations to protect retail investors. One possible quick fix might be to move trading to the OTC market the day a company files for Chapter 11? https://t.co/QIfKG1HLH1,Laura Gene ? ?Text Vote 88022 #AmericanPatriot,06/09/2020,0,Retweet,0,0,photo
HTZ,RT @Akshay_Naheta : The increased participation by retail in the market makes it imperative for the SEC to step in sooner to prevent $HTZ type situations to protect retail investors. One possible quick fix might be to move trading to the OTC market the day a company files for Chapter 11? https://t.co/QIfKG1HLH1,Sanele,06/09/2020,0,Retweet,0,0,photo
HTZ,RT @Akshay_Naheta : The increased participation by retail in the market makes it imperative for the SEC to step in sooner to prevent $HTZ type situations to protect retail investors. One possible quick fix might be to move trading to the OTC market the day a company files for Chapter 11? https://t.co/QIfKG1HLH1,Coinfreak,06/09/2020,0,Retweet,0,0,photo
HTZ,"?Day+Swing+Options Trade Alerts
?Educational Classes/Mentoring
?Group Events/Competitions
?Watchlists &amp; More!
?~10k members! Join Us!??

https://t.co/AboEyiPQ9g

$KTOV $WKHS $BNGO $GEVO $BOXL $UAVS $VISL $BA $VXRT $ZOM $ZM $HTZ $RKT $NNDM $MRNA $CODX $TBLT $MARA $AMD $SPCE https://t.co/ShGJIvhhgd",TEAM Trading,06/09/2020,0,Tweet,0,0,photo
HTZ,"RT @trickmitch1 : $HTZ
A beautiful reminder that no matter how long you've been in business for and no matter how recognized the brand name is....you can always fall and head lower than you ever thought possible....ALWAYS strive to BE BETTER....DO BETTER....BETTER.... https://t.co/5T5lrwLVEc",Jackson,06/09/2020,0,Retweet,0,0,photo
HTZ,"RT @trickmitch1 : $HTZ
A beautiful reminder that no matter how long you've been in business for and no matter how recognized the brand name is....you can always fall and head lower than you ever thought possible....ALWAYS strive to BE BETTER....DO BETTER....BETTER.... https://t.co/5T5lrwLVEc",Constantine,06/09/2020,0,Retweet,0,0,photo
HTZ,"$HTZ
A beautiful reminder that no matter how long you've been in business for and no matter how recognized the brand name is....you can always fall and head lower than you ever thought possible....ALWAYS strive to BE BETTER....DO BETTER....BETTER.... https://t.co/5T5lrwLVEc",TRICKTRADES,06/09/2020,2,Tweet,0,0,photo
HTZ,"RT @RolandWolf86 : Fun fact. At one point in life, I was denied a rental at $HTZ due to poor credit..... https://t.co/HVLGOn9UUE",Joe Gambiste,06/09/2020,0,Retweet,0,0,video
HTZ,RT @goodetrades : Message for $HTZ dip buyers: company still has plenty more shares to sell you from the ATM. // I'm short https://t.co/6VofodKNRd,Roland Wolf,06/09/2020,0,Retweet,0,0,animated_gif
HTZ,"RT @RolandWolf86 : Fun fact. At one point in life, I was denied a rental at $HTZ due to poor credit..... https://t.co/HVLGOn9UUE",Roland Wolf,06/09/2020,0,Retweet,0,0,video
HTZ,"-$0.47 EPS Expected for Hertz Global Holdings, Inc $HTZ This Quarter https://t.co/iYkMwg68Ui",Watchlist News,06/09/2020,0,Tweet,0,0,
