Symbol,Text,Name,Date,Retweets,Tweet Type,Hashtags,Mentions,Media Type
NFLX,"An all-new #InvestingStrategies is out now!

Guests:
@zoom_us board member @ssubo of @emergencecap
@Five9 CEO @rowantrollope
@AlibabaGroup N. America B2B’s John Caplan
@EY_TMT’s John Harrison
Hosted by @AlissaCoram

$ZM $FIVN $BABA $NFLX $DIS

Watch here: https://t.co/lUrIVvh7Bi https://t.co/3BJ3hKMvxG",Investors.com,07/05/2020,8,Tweet,1,8,photo
NFLX,RT @IBD_ECarson : Dow futures: Five stocks past this key risk; Tesla Fremont drama in focus https://t.co/0HQLwoyWCn $TSLA $MSFT $NFLX $CMG $VRTX $PODD https://t.co/1NwZAK6gxE,Investors.com,10/05/2020,0,Retweet,0,0,photo
NFLX,"Google in buy zone, KLA tries; Netflix chilled $GOOGL $KLAC $NFLX https://t.co/KUjyzBk2He",Investors.com,26/05/2020,4,Tweet,0,0,
NFLX,"Netflix, PayPal, Others Could Benefit from the EU's Apple Probes: @EricJhonsa  https://t.co/8Gpgd2Bnel",Jim Cramer,16/06/2020,11,Tweet,0,1,
NFLX,Netflix $NFLX chart shows the stock still in a solid uptrend and acting well around its 50-DMA. https://t.co/fYAZn0LtJf,Bespoke,17/06/2020,3,Tweet,0,0,photo
NFLX,Netflix $NFLX chart shows the stock still in a solid uptrend and acting well around its 50-DMA. https://t.co/fYAZn0LtJf,Bespoke,17/06/2020,3,Tweet,0,0,photo
NFLX,"Netflix's Reed Hastings said he hoped his contribution to historically black colleges would lead other wealthy individuals to give: “Generally, white capital flows to predominantly white institutions.”  https://t.co/cyXbMszaYp",NYT Business,17/06/2020,7,Tweet,0,0,
NFLX,"Netflix's Reed Hastings said he hoped his contribution to historically black colleges would lead other wealthy individuals to give: “Generally, white capital flows to predominantly white institutions.” https://t.co/tQ2b8pTtek",NYT Business,17/06/2020,4,Tweet,0,0,
NFLX,"Nasdaq, growth stocks lead mixed session: Alteryx, Teradyne, Netflix break out $AYX $TER $NFLX https://t.co/ypkgTYASfS",Investors.com,17/06/2020,2,Tweet,0,0,
NFLX,"“I think white people in our nation need to accept that it’s a collective responsibility,” the co-founder of Netflix told our @andrewrsorkin. George Floyd’s killing and the emotional outpouring that followed were “the straw that broke the camel’s back.” https://t.co/FG95cHtbU1",NYT Business,18/06/2020,5,Tweet,0,1,
NFLX,"Donating the largest-ever individual gift to support scholarships at historically black colleges, Reed Hastings, the co-founder of Netflix, and his wife gave $120 million to the United Negro College Fund, Spelman College and Morehouse College. https://t.co/WYoWRPyJLM",NYT Business,18/06/2020,4,Tweet,0,0,
NFLX,"That horror flick would be too edgy even for $NFLX

https://t.co/QHv27sGy9K",Sven Henrich,18/06/2020,13,Reply,0,0,
NFLX,"That horror flick would be too edgy even for $NFLX

https://t.co/QHv27sGy9K",Sven Henrich,18/06/2020,13,Reply,0,0,
NFLX,"Growth stocks continue to lead; Netflix, Fortinet, Inphi enter new buy zones $NFLX $FTNT $IPHI https://t.co/Y8xt7fZzic",Investors.com,22/06/2020,10,Tweet,0,0,
NFLX,"RT @IBD_ECarson : Netflix, Fortinet lead 5 stocks that just entered buy zones; Dow futures rise modestly after Apple/Microsoft-led rally. https://t.co/SSYpliBKbd $NFLX $FRNT $SPLK $IPHI $TEAM $MSFT $AAPL https://t.co/6M6TsTwJ5A",Investors.com,22/06/2020,0,Retweet,0,0,animated_gif
NFLX,"Colin Kaepernick has yet to be invited back to the National Football League, but Netflix is welcoming him with open arms. His teenage years will be the subject of a streaming series from Ava DuVernay. https://t.co/q8ISqtx0cY",NYT Business,29/06/2020,8,Tweet,0,0,
NFLX,"Film studios and production facilities have become hot commodities as Netflix, Amazon and Apple, competing for streaming customers, produce more original movies and shows https://t.co/9JN3CW37DP",WSJ Markets,29/06/2020,2,Tweet,0,0,
NFLX,RT @andrewrsorkin : ??????This is a big idea from Netflix that other companies should consider! https://t.co/6Or6vLWMmV,NYT Business,30/06/2020,0,Retweet,0,0,
NFLX,"Netflix says that it will move up to $100 million, or 2 percent of its cash holdings, to financial institutions that focus on Black communities https://t.co/eK6zaxWXl7",NYT Business,30/06/2020,5,Tweet,0,0,
NFLX,Gonna need another NETFLIX special https://t.co/16Q3V9Xs60,Wu-Tang Financial ??,03/07/2020,17,Tweet,0,0,
NFLX,"The director Ava DuVernay says Netflix is ""the foremost and most robust distributor of Black images in the world."" https://t.co/l6lCCrWqFy",NYT Business,06/07/2020,3,Tweet,0,0,
NFLX,"As the entertainment industry scrambles to catch up to surging demands for Black shows, films and documentaries, they see Netflix way out in front of them https://t.co/Pz1RodQUFt",NYT Business,06/07/2020,2,Tweet,0,0,
NFLX,NEW #InvestingStrategies features insights from @Paylocity's CEO &amp; @twilio's CFO. @Nasdaq's Chief Economist updates us on #Nasdaq100 &amp; ETF trends. @GerberKawasaki analyzes $TSLA $NFLX &amp; $DIS. WATCH the show here! https://t.co/j4pCJARBHv $PCTY $TWLO $ZM $DOCU $QQQ https://t.co/j2evZYtp7v,Investors.com,07/07/2020,2,Tweet,2,4,video
NFLX,"RT @edmundlee : A longstanding gripe around Nielsen ratings is they’re not good at measuring streamers. Netflix doesn’t make more money when people watch more content. It cares about subs.

So what counts as a streaming hit?
@ParrotAnalytics says it’s solved that mystery: https://t.co/F1MCxsKUL7",NYT Business,08/07/2020,0,Retweet,0,1,
NFLX,"Netflix, Disney+, HBO Max and other streamers don't have ads; they make money when people sign up. So how do you measure a hit on streaming? This start-up says it has the answer:https://t.co/rw74ZfeNxz by @edmundlee",NYT Business,08/07/2020,2,Tweet,0,1,
NFLX,"Netflix Canceled ""The Chilling Adventures Of Sabrina""  https://t.co/1QRX3DPRrT",BuzzFeed,09/07/2020,182,Tweet,0,0,
NFLX,$NFLX earnings are right around the corner! How #Netflix is positioned heading into the quarterly report? Ross Gerber of @GerberKawasaki shares his thoughts -&gt; https://t.co/q0CHW2htH6 #TigerKing #LoveIsBlind https://t.co/ty4Ms27wdN,Investors.com,09/07/2020,0,Tweet,3,1,photo
NFLX,"Everyone's Talking About The New ""Unsolved Mysteries"" On Netflix, So I Watched It And Here Are My Thoughts On The First Episode https://t.co/MAifooG7F6",BuzzFeed,09/07/2020,17,Tweet,0,0,
NFLX,"Tesla $TSLA is now the 16th largest stock in the US with a market cap of $253 billion.  Bigger than Intel $INTC, NVIDIA $NVDA, Verizon $VA, Netflix $NFLX, Disney $DIS, AT&amp;T $T, and Coca-Cola $KO.  Still not in the S&amp;P 500.   https://t.co/prfPdeQw50 https://t.co/0iOV7DMGgU",Bespoke,09/07/2020,25,Tweet,0,0,photo
NFLX,"Tesla $TSLA is now the 16th largest stock in the US with a market cap of $253 billion.  Bigger than Intel $INTC, NVIDIA $NVDA, Verizon $VA, Netflix $NFLX, Disney $DIS, AT&amp;T $T, and Coca-Cola $KO.  Still not in the S&amp;P 500.   https://t.co/prfPdeQw50 https://t.co/0iOV7DMGgU",Bespoke,09/07/2020,25,Tweet,0,0,photo
