Symbol,Text,Name,Date,Favorites,Retweets,Hashtags,Mentions,Media Type
AAL,"""Time is your friend; impulse is your enemy."" $OXM $GES $IEA $VOD $GRNV $STAA $COO $IMAX $FTV $SFTBY $AMD $GRFS $NTRS $ZUMZ $ARLO $TAP $TER $AAL $TOT $BWA | For Stock, Options, Forex and Crypto Trading discussion join https://t.co/AEjWYVbyWB (FREE)",traderead,07/09/2020,1,0,0,0,
AAL,"$penn $cydy $rkt $amd $xspa $aal $nio $evfm $idex $novn $dkng $aapl $msft $shll $spaq $srne $tsla $spy $snss $vxrt $uavs $wkhs $mara $ttoo $fb $nkla $ktov $gevo

WE ALERTED $IBIO at $1.45 RAN TO $7.10 (370% GAIN!) 

Daily Alerts

$15 ONE TIME FEE
 
BEAT THAT 
????
??LINK IN BIO??",The Right Stock Alerts,07/09/2020,0,0,0,0,
AAL,"Trending stocks from https://t.co/FpD9VaOq7u 
$AAL $SPCE $IMAX $STAA $ATEN $GRNV $SFTBY $BCH.X $ARLO $BNO",TradeUI,07/09/2020,1,0,0,0,
AAL,"$AAL $SPCE $IMAX $STAA $ATEN $GRNV $SFTBY $BCH.X $ARLO $BNO : Trending Tickers ( #traderead Free alerts, Option Sweeps , Trading Ideas ... https://t.co/AEjWYVbyWB)",traderead,07/09/2020,0,0,1,0,
AAL,"$ttoo $snss $msft $ibio $avgr $mrna $cydy $xspa $fb $aal $evfm $vxrt $novn $idex $penn $mara $aapl $wkhs $lca $spaq $gevo $shll $spy $ktov $tsla $nio $rkt $nkla $amd

WE ALERTED $SRNE at $7 RAN TO $19 (170% GAIN!) 

Daily Alerts

$15 ONE TIME FEE

BEAT THAT
????
??LINK IN BIO??",The Right Stock Alerts,07/09/2020,0,0,0,0,
AAL,"STOP losing out on so much potential gains by using Robinhood and only being able to trade for 9 hours a day. 
GET Webull and trade for 16 HOURS a day! 
Sign up here for 2 free stocks worth $12-$1400!

https://t.co/QwtM190pZh
-

$f $ge $aal $dis $dal $aapl $msft $ccl $acb b",Katie Line,07/09/2020,1,0,0,0,
AAL,"$snss $msft $ibio $penn $nkla $rkt $idex $kodk $mara $aal $aapl $mark $gevo $xspa $fb $uavs $evfm $nkla $srne $spaq $novn $ttoo $ktov $shll $vxrt $tsla $spy $wkhs

WE ALERTED $NIO at $6.10 RAN TO $18 (200% GAIN!!)

Daily Alerts

$15 ONE TIME FEE!

BEAT THAT

????
??LINK IN BIO??",The Right Stock Alerts,07/09/2020,0,0,0,0,
AAL,"$rkt $xspa $penn $ktov $ttoo $spy $aal $nio $shll $vxrt $msft $mark $tsla $htbx $fb $novn $idex $gevo $avgr $spaq $snss $evfm $aapl $opti $ibio $wkhs $mara $srne

WE ALERTED $CYDY at $3.50 RAN TO $10 (185% GAIN!)

Daily Alerts 

$15 ONE TIME FEE

BEAT THAT 
????
??LINK IN BIO??",The Right Stock Alerts,07/09/2020,0,0,0,0,
AAL,"$penn $cydy $rkt $amd $xspa $aal $nio $evfm $idex $dkng $aapl $msft $shll $spaq $srne $tsla $spy $snss $vxrt $uavs $wkhs $mara $ttoo $fb $nkla $ktov $gevo $novn

WE ALERTED $IBIO at $1.45 RAN TO $7.10 (370% GAIN!) 

Daily Alerts

$15 ONE TIME FEE
 
BEAT THAT 
????
??LINK IN BIO??",The Right Stock Alerts,07/09/2020,0,0,0,0,
AAL,$AAL second highest trending stock on Stocktwits behind $SPCE good news next week for $AAL ?? https://t.co/F7JtRIEXN5,JBrooks,07/09/2020,0,0,0,0,photo
AAL,"$SPCE $AAL $BCH.X $IMAX $SFTBY $ATEN $GRNV $STAA $ARLO $USB : Trending Tickers ( #traderead Free alerts, Option Sweeps , Trading Ideas ... https://t.co/AEjWYVbyWB)",traderead,07/09/2020,0,0,1,0,
AAL,"$snss $msft $ibio $penn $nkla $rkt $idex $kodk $mara $aapl $mark $gevo $xspa $fb $uavs $evfm $nkla $srne $spaq $novn $ttoo $ktov $shll $vxrt $tsla $spy $wkhs $aal

WE ALERTED $NIO at $6.10 RAN TO $18 (200% GAIN!!)

Daily Alerts

$15 ONE TIME FEE!

BEAT THAT

????
??LINK IN BIO??",The Right Stock Alerts,07/09/2020,1,0,0,0,
AAL,"$ttoo $snss $msft $ibio $avgr $mrna $cydy $xspa $fb $aal $evfm $novn $idex $penn $mara $aapl $wkhs $lca $spaq $gevo $shll $spy $ktov $tsla $nio $rkt $nkla $amd $vxrt

WE ALERTED $SRNE at $7 RAN TO $19 (170% GAIN!) 

Daily Alerts

$15 ONE TIME FEE

BEAT THAT
????
??LINK IN BIO??",The Right Stock Alerts,07/09/2020,2,0,0,0,
AAL,RT @WatersTrading : Have a small trading account or just new to day trading? Join our free discord and we will help you become profitable on day one! Trade our alerts and learn to become successful! The link is in the bio #DayTrading $aapl $spy $qqq $tsla $zm $vix $gld $penn $fb $ba $aal $fdx $baba https://t.co/47UQUNQzdJ,Joe Gambiste,07/09/2020,0,0,1,0,photo
AAL,Have a small trading account or just new to day trading? Join our free discord and we will help you become profitable on day one! Trade our alerts and learn to become successful! The link is in the bio #DayTrading $aapl $spy $qqq $tsla $zm $vix $gld $penn $fb $ba $aal $fdx $baba https://t.co/47UQUNQzdJ,Waters Trading,07/09/2020,2,1,1,0,photo
AAL,"$rkt $xspa $penn $ktov $ttoo $spy $aal $nio $shll $vxrt $msft $mark $tsla $htbx $fb $novn $idex $gevo $avgr $spaq $evfm $aapl $opti $ibio $wkhs $mara $srne $snss

WE ALERTED $CYDY at $3.50 RAN TO $10 (185% GAIN!)

Daily Alerts

$15 ONE TIME FEE!

BEAT THAT 
????
??LINK IN BIO??",The Right Stock Alerts,07/09/2020,2,0,0,0,
AAL,"This report might impact IndiGo Airlines stock. 
However, given the fact that the number of air tickets booked after the lockdown since March 25 might be minuscule, the financial impact on airlines is likely to be muted.

$LUV $DAL $AAL $UAL #IndiGoAirlines #aviation https://t.co/AdcEXb93fU",BQ Invest,07/09/2020,0,0,2,0,photo
AAL,Our focus continues with $AAL https://t.co/ZcrVDnU9Vg,Leconte,07/09/2020,1,0,0,0,
AAL,"$penn $cydy $rkt $amd $xspa $aal $nio $evfm $idex $dkng $aapl $msft $shll $spaq $srne $tsla $spy $snss $vxrt $uavs $wkhs $ttoo $fb $nkla $ktov $gevo $novn $mara

WE ALERTED $IBIO at $1.45 RAN TO $7.10 (370% GAIN!) 

Daily Alerts

$15 ONE TIME FEE
 
BEAT THAT 
????
??LINK IN BIO??",The Right Stock Alerts,07/09/2020,1,0,0,0,
AAL,"$SPCE $AAL $BCH.X $USB $IMAX $SFTBY $VOD $LOGI $KEY $ITB : Trending Tickers ( #traderead Free alerts, Option Sweeps , Trading Ideas ... https://t.co/AEjWYVbyWB)",traderead,07/09/2020,0,0,1,0,
AAL,"Trending stocks from https://t.co/FpD9VaOq7u 
$SPCE $AAL $BCH.X $USB $IMAX $SFTBY $VOD $LOGI $KEY $ITB",TradeUI,07/09/2020,0,0,0,0,
AAL,"$snss $msft $ibio $vvpr $nkla $rkt $idex $kodk $mara $aapl $mark $gevo $xspa $fb $uavs $evfm $nkla $srne $spaq $novn $ttoo $ktov $shll $vxrt $tsla $spy $wkhs $aal

WE ALERTED $NIO at $6.10 RAN TO $18 (200% GAIN!!)

Daily Alerts

$15 ONE TIME FEE!

BEAT THAT

????
??LINK IN BIO??",The Right Stock Alerts,07/09/2020,2,0,0,0,
AAL,"STOP losing out on so much potential gains by using Robinhood and only being able to trade for 9 hours a day. 
GET Webull and trade for 16 HOURS a day! 
Sign up here for 2 free stocks worth $12-$1400!

https://t.co/QwtM19i1nR
-

$f $ge $aal $dis $dal $aapl $msft $ccl $acb a",Katie Line,07/09/2020,0,0,0,0,
AAL,"$snss $msft $ibio $vvpr $nkla $rkt $idex $kodk $mara $aapl $mark $gevo $xspa $fb $uavs $evfm $nkla $srne $spaq $novn $ttoo $ktov $shll $vxrt $tsla $spy $wkhs $aal

WE ALERTED $NIO at $6.10 RAN TO $18 (200% GAIN!!)

Daily Alerts

$15 ONE TIME FEE!!

BEAT THAT
????
??LINK IN BIO??",The Right Stock Alerts,07/09/2020,0,0,0,0,
AAL,Another major company testing the #BLM waters. $AAL is nearly on the brink of bankruptcy. Is this another boycott waiting to happen? https://t.co/nNTL7R3gHs,The Random Fill,07/09/2020,0,0,1,0,
AAL,$SPCE I am long and strong at these levels. Buy at $15-17 and sell on pops! Works every time. Here is my YTD PnL! Killing it and it’s as steady as she comes! ?? Check us out at https://t.co/yMpMGXjWmE (try us out for 3 days) $AAL long as well https://t.co/qAjTpDiutY,PineappleStocks,07/09/2020,1,0,0,0,photo
AAL,"$AAL Here is what the fuzz is all about. Non event. Doesn’t effect stock price period. Move on. TSA numbers will be sky high. 

https://t.co/VO9PydH9NK",PineappleStocks,07/09/2020,1,0,0,0,
AAL,"!!Huge profitable  room,.. join this professional chat,.. :  https://t.co/kIAXPsQEyU   $aapl $sqqq $nio $spy $uvxy $qqq $shlo $xlf $vxx $tsla $plm $bac $spxs $ge $amd $spxu $tqqq $f $ccl $aal $eem $msft $kcac $wfc $slv $qid $dpw $nok $nclh $t $intc",Van Early,07/09/2020,0,0,0,0,
AAL,"2?? HOURS LEFT TO LOCK IN $6/WEEK MEMBERSHIP ?? 
Highlights of our top trades last month ??
$ZM (+1477%)
$WMT (+1326%)
$FB (+1025%)
$MSFT (+681%)

$SPY $QQQ $TSLA $AAL $AMZN $BA $VIX $OSTK $SHOP $BYND $AAPL $NFLX $ROKU $ZM $NVDA $AMD $DIS $NIO $MRNA $FDX $SLV $NKLA $SPCE $ https://t.co/jRSSmWtkHf",Diamond Options ??,07/09/2020,7,0,0,0,photo
AAL,"$GOGO My strategy is to swing this until $15. Great company multi day runner passed 45% since call.
Follow me for free trade alerts.
$KODK $BFRA $KELYB $TSLA $AAPL $SOLO $IDEX $LI $EMAN $SINT $CEMI $SGBX $SNOA $CETX $KIRK $COHN $F $XSPA $SPY $RXT $RKT $DPW $IZEA $SHLL $UAL $AAL https://t.co/YnbnecLnoG",Kleinschwein,07/09/2020,0,0,0,0,photo
AAL,"Trending stocks from https://t.co/FpD9VaOq7u 
$SPCE $BCH.X $KEY $IMAX $VOD $USB $SFTBY $AAL $LOGI $ITB",TradeUI,07/09/2020,0,0,0,0,
AAL,"$SPCE $BCH.X $KEY $IMAX $VOD $USB $SFTBY $AAL $LOGI $ITB : Trending Tickers ( #traderead Free alerts, Option Sweeps , Trading Ideas ... https://t.co/AEjWYVbyWB)",traderead,07/09/2020,0,0,1,0,
AAL,"$ttoo $snss $msft $ibio $avgr $mrna $fmci $xspa $fb $aal $evfm $novn $idex $kodk $mara $aapl $wkhs $lca $spaq $gevo $shll $spy $ktov $tsla $nio $rkt $nkla  $amd $vxrt 

WE ALERTED $SRNE at $7 RAN TO $19 (170% GAIN!)

Daily Alerts

$15 ONE TIME FEE

BEAT THAT
????
??LINK IN BIO??",The Right Stock Alerts,07/09/2020,0,0,0,0,
AAL,"STOP losing out on so much potential gains by using Robinhood and only being able to trade for 9 hours a day. 
GET Webull and trade for 16 HOURS a day! 
Sign up here for 2 free stocks worth $12-$1400!

https://t.co/QwtM19i1nR
-

$f $ge $aal $dis $dal $aapl $msft $ccl $acb",Katie Line,07/09/2020,0,0,0,0,
AAL,"$AAL don't fly these guys and the Govt should not give them bail out money for sure 
I would say short them but they are dead already 

https://t.co/iiviJ97H7B",ham27,07/09/2020,0,0,0,0,
AAL,"$ttoo $snss $msft $ibio $avgr $mrna $fmci $xspa $fb $aal $evfm $novn $idex $kodk $mara $aapl $wkhs $lca $spaq $gevo $shll $spy $ktov $tsla $nio $rkt $nkla  $amd $vxrt

WE ALERTED $SRNE at $7 RAN TO $19 (170% GAIN!) 

Daily Alerts

$15 ONE TIME FEE

BEAT THAT
????
??LINK IN BIO??",The Right Stock Alerts,07/09/2020,2,0,0,0,
AAL,$CTRM .17 Castor Maritime Inc ?? ? ?? ?? ?? ?? ?? ?? ?? $mrna $spx $spy $aapl $tsla $fb $nflx $btc $amzn $googl $zm $gs $gld $wmt $baba $aal $dal $nk $nvax $wkhs $solo $ayro $nkla $nio $spaq $lazy $plug $fsly $dis $roku $spce $shop $qcom $dkng $penn $opti https://t.co/V52P2LD5Za https://t.co/wvA9RYFL1j,Mr. Gonzo the Stonk Master,07/09/2020,0,0,0,0,photo
AAL,"$SPCE gonna pop!

Virgin Galactic's next test spaceflight Oct. 22 as it nears flying Richard Branson https://t.co/9aVLzmL2JD 

$mrna $spx $spy $aapl $tsla $fb $nflx $btc $amzn $googl $zm $gs $gld $wmt $baba $aal $dal $nk $nvax $ba $ng $wkhs $solo $ayro $nkla $nio $spaq $lazy",Boston Trades,07/09/2020,3,0,0,0,
AAL,@trish_regan @AmericanAir Let $AAL go bankruptcy! They took taxpayers $,Macii2,07/09/2020,2,0,0,2,
AAL,"""8RED156"" 
$KO
""Give me one soda"" 
$MCD $WEN 
$SBUX $AAL $LUV $DAL $ODFL $MRTN $AA $QCOM $DIS $FB $GE $jcp $WMT $SBUX $DIS $GE 
??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????",??? ??? ?? ?? ??,07/09/2020,0,0,0,0,
AAL,"@YahooFinance @BrianSozzi #AIRLINES STOCKS  
$JBLU JBLU $SAVE $LUV $AAL $UAL $DAL 

@stoolpresidente @amtvmedia @jimcramer @MariaBartiromo  @elonmusk @realDonaldTrump @CNBC @BUSINESS @FOXBUSINESS @YAHOOFINANCE @CNNBUSINES @washingtonpost",JDean ?????? $XRP ??????,07/09/2020,0,0,1,13,
AAL,"$snss $msft $ibio $vvpr $nkla $rkt $idex $kodk $mara $aapl $mark $gevo $xspa $fb $uavs $evfm $nkla $srne $spaq $novn $ttoo $ktov $shll $vxrt $tsla $spy $wkhs $aal

WE ALERTED $NIO at $6.10 RAN TO $18 (200% GAIN!) 

Daily Alerts

$15 ONE TIME FEE

BEAT THAT

????
??LINK IN BIO??",The Right Stock Alerts,06/09/2020,1,0,0,0,
AAL,@trish_regan @AmericanAir I also remember long before trump become president the $AAL stock was $54 and didn't need any loan or government assistance.,Nick M. Zama,06/09/2020,2,0,0,2,
AAL,"#UnitedAirlines adding, restoring flights in October

https://t.co/AuM8LsS5Vs

$UAL $AAL $JBLU $LUV $HA $ALK $ALGT $SAVE $MESA $SKYW $JETS $SPY $DIA",Cash-Flow Investor,06/09/2020,0,0,1,0,
AAL,"???? PRESIDENT REAGAN $GOLD ????

$dxy $gdx $gld $slv $nem $f $ge $aapl $msft $aal $dis $dal $tsla $ccl $gpro $acb $amzn $plug $bac $nclh $snap $fit $ba $mrna $ual $amd $nio $baba $fb $gbpusd $uber $nflx $cgc $twtr $crl $usdjpy $cron $ko $sbux $race $spce $eurusd $jpm $gs $c $zm $xlf https://t.co/aQViJJrxQp",Sam rothstein,06/09/2020,1,0,0,0,video
AAL,"???? FED CHAIR ALAN GREENSPAN $DXY ????

$gold $gdx $gld $slv $nem $f $ge $aapl $msft $aal $dis $dal $tsla $ccl $gpro $acb $amzn $plug $bac $nclh $snap $fit $ba $mrna $ual $amd $nio $baba $fb $gbpusd $uber $nflx $cgc $twtr $crl $usdjpy $cron $ko $sbux $race $spce $eurusd $jpm $gs $c https://t.co/u1po4tnYkY",Sam rothstein,06/09/2020,2,0,0,0,video
AAL,"???? FED CHAIR JEROME POWELL $DXY ????

$gold $gdx $gld $slv $nem $f $ge $aapl $msft $aal $dis $dal $tsla $ccl $gpro $acb $amzn $plug $bac $nclh $snap $fit $ba $mrna $ual $amd $nio $baba $fb $gbpusd $uber $nflx $cgc $twtr $crl $usdjpy $cron $ko $sbux $race $spce $eurusd $jpm $gs $c https://t.co/uuv1XtHcaQ",Sam rothstein,06/09/2020,1,0,0,0,video
AAL,"$snss $msft $ibio $vvpr $nkla $rkt $idex $kodk $mara $aapl $mark $gevo $xspa $fb $uavs $evfm $nkla $srne $novn $ttoo $ktov $shll $vxrt $tsla $spy $spaq $wkhs $aal 

WE ALERTED $NIO at $6.10 RAN TO $18 (200% GAIN!) 

Daily Alerts

$15 ONE TIME FEE

BEAT THAT

????
??LINK IN BIO??",The Right Stock Alerts,06/09/2020,0,0,0,0,
AAL,"$snss $msft $ibio $vvpr $nkla $rkt $idex $kodk $mara $aapl $mark $gevo $xspa $fb $uavs $evfm $nkla $srne $novn $ttoo $ktov $shll $vxrt $tsla $spy $wkhs $aal $spaq

WE ALERTED $NIO at $6.10 RAN TO $18 (200% GAIN!) 

Daily Alerts

$15 ONE TIME FEE!

BEAT THAT
????
??LINK IN BIO??",The Right Stock Alerts,06/09/2020,0,0,0,0,
AAL,"$imrn, $duo, $vrm, $aapl, $chwy, $nio, $lake, $amzn, $amd, $cldr, $nakd, $fb, $atnm, $zi, $apt, $watt, $teum, $xela, $amc, $idex, $pstv, $five, $uavs, $cris, $tblt, $scon, $nby, $plm, $nbrv, $nio, $m, $ge, $aal, $f, $nclh, $amd, $ual, $bac, $ltm, $oxy, $ccl, $dal, $wfc, $mro, $t https://t.co/xFQBdfTCbQ",BERNARD CLAY,06/09/2020,0,0,0,0,photo
AAL,"?Day+Swing+Options Trade Alerts
?Educational Classes/Mentoring
?Group Events/Competitions
?Watchlists &amp; More!
?~10k members! Join Us!??

https://t.co/AboEyiPQ9g

$LKNCY $OCGN $OBLN $INPX $NOVN $TTOO $ACB $MSFT $AMZN $TNXP $ZNOG $AAL $HTBX $UVXY $KCAC $RETO $DPW $RIOT $DOCU https://t.co/K7SWzx1p7M",TEAM Trading,06/09/2020,0,0,0,0,photo
AAL,"RT @Samroth61562816 : MORGAN STANLEY:

""Watch the $GOLD / $OIL RATIO""

BREAKOUT!!

$dxy $gdx $gld $slv $nem $f $ge $aapl $msft $aal $dis $dal $tsla $ccl $gpro $acb $amzn $plug $bac $nclh $snap $fit $ba $mrna $ual $amd $nio $baba $fb $uber $nflx $cgc $twtr $crl $cron $ko $sbux $race $spce $jpm $gs $ms https://t.co/kO4mWO7bBp",Daniel Stern,06/09/2020,0,0,0,0,photo
AAL,"MORGAN STANLEY:

""Watch the $GOLD / $OIL RATIO""

BREAKOUT!!

$dxy $gdx $gld $slv $nem $f $ge $aapl $msft $aal $dis $dal $tsla $ccl $gpro $acb $amzn $plug $bac $nclh $snap $fit $ba $mrna $ual $amd $nio $baba $fb $uber $nflx $cgc $twtr $crl $cron $ko $sbux $race $spce $jpm $gs $ms https://t.co/kO4mWO7bBp",Sam rothstein,06/09/2020,2,2,0,0,photo
AAL,"???? PRESIDENT REAGAN $GOLD ????

$dxy $gdx $gld $slv $nem $f $ge $aapl $msft $aal $dis $dal $tsla $ccl $gpro $acb $amzn $plug $bac $nclh $snap $fit $ba $mrna $ual $amd $nio $baba $fb $hexo $uber $nflx $cgc $twtr $crl $znga $cron $t $ko $sbux $race $spce $eurusd $jpm $gs $c $gbpusd https://t.co/WMiySRe47m",Sam rothstein,06/09/2020,4,0,0,0,video
AAL,"???? PRESIDENT TRUMP $GOLD ????

$dxy $gdx $gld $slv $nem $f $ge $aapl $msft $aal $dis $dal $tsla $ccl $gpro $acb $amzn $plug $bac $nclh $snap $fit $ba $mrna $ual $amd $nio $baba $fb $hexo $uber $nflx $cgc $twtr $crl $znga $cron $t $ko $sbux $race $spce $eurusd $jpm $gs $c $tif $ms https://t.co/3ujFKyNddj",Sam rothstein,06/09/2020,3,0,0,0,video
AAL,"???? FED CHAIR ALAN GREENSPAN $GOLD ????

$dxy $gdx $gld $slv $nem $f $ge $aapl $msft $aal $dis $dal $tsla $ccl $gpro $acb $amzn $plug $bac $nclh $snap $fit $ba $mrna $ual $amd $nio $baba $fb $hexo $uber $nflx $cgc $twtr $crl $znga $cron $t $ko $sbux $race $spce $eurusd $jpm $gs $c https://t.co/lGYPmOx4FE",Sam rothstein,06/09/2020,0,0,0,0,video
AAL,"???? FED CHAIR JEROME POWELL $DXY ????

$gold $gdx $gld $slv $nem $f $ge $aapl $msft $aal $dis $dal $tsla $ccl $gpro $acb $amzn $plug $bac $nclh $snap $fit $ba $mrna $ual $amd $nio $baba $fb $gbpusd $uber $nflx $cgc $twtr $crl $usdjpy $cron $ko $sbux $race $spce $eurusd $jpm $gs $c https://t.co/Hz2Yv6hLW3",Sam rothstein,06/09/2020,1,0,0,0,video
