Symbol,Text,Name,Date,Favorites,Retweets,Tweet Type,,Hashtags,Mentions,Media Type
GILD,"RT @InsidrFinancial : $CYDY $GILD $RLFTF $BCRX $JNJ $SRNE $IBIO

#cytodyn #fauci #whitehouse #news #covid19 #pennystocks

https://t.co/saSXft76gR",CORONABOARD GUINEE,07/09/2020,0,0,Retweet,,6,0,
GILD,"$CYDY $GILD $RLFTF $BCRX $JNJ $SRNE $IBIO

#cytodyn #fauci #whitehouse #news #covid19 #pennystocks

https://t.co/saSXft76gR",Insider Financial,07/09/2020,0,1,Tweet,,6,0,
GILD,Reviewing Gilead Sciences $GILD and Omni Bio Pharmaceutical $OMBP https://t.co/GwjhiOutwJ,Daily Political,07/09/2020,0,0,Tweet,,0,0,
GILD,"RT @JamesTodaroMD : Despite efforts to promote Gilead’s Remdesivir as the “lifesaving treatment” for COVID-19, $GILD is back down to its pre-pandemic price.

The studies on Remdesivir never looked that great.

I guess investors eventually realized that Remdesivir wasn’t going to be in high demand. https://t.co/nX2WKanY2h",Joe Gambiste,07/09/2020,0,0,Retweet,,0,0,photo
GILD,"Gilead Submits Expanded Application For Yescarta Cancer Treatment $GILD
https://t.co/nL7EpJtnLC",TipRanks,07/09/2020,0,0,Tweet,,0,0,
GILD,"RT @Lama_Daila : Galapagos and Gilead at ERS2020 $GLPG $GILD
https://t.co/E9ZT1yMeYR https://t.co/oPAD9cRBpE",Seyyed gharibzada,07/09/2020,0,0,Retweet,,0,0,photo
GILD,$GILD anchored VWAP sandwich https://t.co/AGCVeMsnju,TrendSpider,07/09/2020,4,1,Tweet,,0,0,
GILD,"https://t.co/slokhicvVl 100+ 50% plays this year alone in discord, come through for a free trial. one members gains yesterday:   $AAL $ZM $FB $FMCI $AMC $M $GILD $BABA $ENPH $SLV $GLD $GDX $TWTR $ETH $BTC $GOOG $AAPL $TSLA $MARK $ETSY $NIO $UPS $FDX $INTC $JAGX $INO $TSLA $SPY",mariaas,07/09/2020,1,0,Tweet,,0,0,
GILD,"$BCRX $GILD $REGN $AYTU $NVAX

#biocryst #gilead #bcrx #covid19 #pennystocks #news

https://t.co/NF6XpVeUGX",Insider Financial,07/09/2020,0,0,Tweet,,6,0,
GILD,"RT @InvestorVenture : $AIM KidneyIntelX in Multi-Center Study to Monitor and Predict Kidney Risk in COVID-19 Patients
$BNTX $JNJ $BMRA $PFE $MRNA $HTBX $SRNE $VXRT $NVAX $INO $CODX $AIM $ALT $ABIO $VBIV $BMRA $IBIO $XSPA $GILD $VIR $BCRX $TNXP
@StanTradingMan @yatesinvesting
#Stocks @Sh0kDynasty #DDTG https://t.co/SXegsK5SIR https://t.co/r4IFP4FuGf",Billy Thornton,07/09/2020,0,0,Retweet,,2,3,photo
GILD,$CTRM .17 ?? Bottom Reversal ?? Oversold/Undervalued! ?? ?? ?? ?? ?? ER coming soon! ???? ???? $AMZN $MSFT $BA $ABT $TSLA $X $NVDA $DIS $CCL $SHOP $DAL $NFLX $FB $T $F $MU $SQ $M $ZM $XOM $GILD $ROKU $JPM $ABBV $FCX $SNAP $BABA $WFC $RCL $ETSY $PENN $BTC https://t.co/V52P2LD5Za https://t.co/fWTUvALD3s,Mr. Gonzo the Stonk Master,07/09/2020,0,0,Tweet,,0,0,photo
GILD,$CTRM .17 ?? Bottom Reversal ?? Oversold/Undervalued! ?? ? ?? ?? ?? ?? ER coming soon! ???? ???? $AAPL $AMD $AMRN $BAC $AMZN $MSFT $BA $ABT $TSLA $X $NVDA $DIS $CCL $SHOP $DAL $NFLX $FB $T $F $MU $SQ $M $ZM $XOM $GILD $ROKU $JPM $ABBV $FCX $SNAP $BABA $WFC $RCL $ETSY $PENN $PINS https://t.co/x68wcyOF25 https://t.co/ZR09DmxRDj,Mr. Gonzo the Stonk Master,07/09/2020,0,0,Tweet,,0,0,photo
GILD,$CTRM .17 ?? Bottom Reversal ?? Oversold/Undervalued! ?? ? ?? ?? ?? ?? ER coming soon! ???? ???? $AAPL $AMD $AMRN $BAC $AMZN $MSFT $BA $ABT $TSLA $X $NVDA $DIS $CCL $SHOP $DAL $NFLX $FB $T $F $MU $SQ $M $ZM $XOM $GILD $ROKU $JPM $ABBV $FCX $SNAP $BABA $WFC $RCL $ETSY $PENN $PINS https://t.co/YaCNbVdj4h https://t.co/bhy5KHY8mQ,Mr. Gonzo the Stonk Master,07/09/2020,0,0,Tweet,,0,0,photo
GILD,$CTRM .17 ?? Bottom Reversal ?? Oversold/Undervalued! ?? ? ?? ?? ?? ?? ER coming soon! ???? ???? $AAPL $AMD $AMRN $BAC $AMZN $MSFT $BA $ABT $TSLA $X $NVDA $DIS $CCL $SHOP $DAL $NFLX $FB $T $F $MU $SQ $M $ZM $XOM $GILD $ROKU $JPM $ABBV $FCX $SNAP $BABA $WFC $RCL $ETSY $PENN $PINS https://t.co/GWf900oSJf https://t.co/ttkhoxbseu,Mr. Gonzo the Stonk Master,07/09/2020,0,0,Tweet,,0,0,photo
GILD,"RT @ChartsWithBret : Some other stocks that deserve your attention and could be good additions are 

$AFL $AXP $BDX $BMY $CB $COP $CSCO $CVS $CVX $DFS $DUK $ET $GILD $HBI $INTC $IP $JPM $KO $KR $LMT $LUV $MFA $MSFT $NUE $O $PFE $PNNT $RTX $SO $T $WELL $VTR $XOM

And $WBA ??",Alex T. Bone,07/09/2020,0,0,Retweet,,0,0,
GILD,"RT @JamesTodaroMD : Despite efforts to promote Gilead’s Remdesivir as the “lifesaving treatment” for COVID-19, $GILD is back down to its pre-pandemic price.

The studies on Remdesivir never looked that great.

I guess investors eventually realized that Remdesivir wasn’t going to be in high demand. https://t.co/nX2WKanY2h",Rafal Gan-Ganowicz,07/09/2020,0,0,Retweet,,0,0,photo
GILD,"RT @Option2Infinity : It is never too late to learn how to trade the stock market with options! Check us out &gt;&gt;&gt; 
https://t.co/L7AUKJTlgd
$msft $pypl $aapl $baba $nflx $fb $ba $bynd $spy $wmt $sq $gild $spot $tsla $cvx $nke $snap $nvda $mrna #stock #stockoptions #daytrade #discord #money #life https://t.co/f0ALlulrHX",Joe Gambiste,06/09/2020,0,0,Retweet,,6,0,photo
GILD,"RT @StockHighAlertz : $HPMM Pre-Rolled Joint IS NOW AVAILABLE @ https://t.co/KDKnwrXCML
2 HOUR #CBD DELIVERY SERVICE 

$NVAX $GILD $REGN $CYDY $GSK $SNY $MRK $PFE $MRNA $INO $VXRT $NNVC $COCP $VIR $CTSO $BIXT $NBIO $CPWY $AVXL $CGC $HEMP $MJNA $HEXO $TGODF $KSHB $CBDS $HRVSF $EMHTF $OGI $ALEAF https://t.co/1TcLfSTHl9",S????s ?? H??? A??????,06/09/2020,0,0,Retweet,,1,0,photo
GILD,"It is never too late to learn how to trade the stock market with options! Check us out &gt;&gt;&gt; 
https://t.co/L7AUKJTlgd
$msft $pypl $aapl $baba $nflx $fb $ba $bynd $spy $wmt $sq $gild $spot $tsla $cvx $nke $snap $nvda $mrna #stock #stockoptions #daytrade #discord #money #life https://t.co/f0ALlulrHX",Infinity Trader,06/09/2020,0,2,Tweet,,6,0,photo
GILD,"RT @InsidrFinancial : $CYDY $GILD $BCRX $IBIO $SRNE

#cydy #cytodyn #pennystocks #covid19 #leronlimab #remdesivir

https://t.co/OccJIeXpYi",Deplorable CANADIAN Pro Trump ???? ????????,06/09/2020,0,0,Retweet,,6,0,
GILD,"RT @InsidrFinancial : $CYDY $AMRN $GILD $SRNE $BCRX

#cydy #cytodyn #statnews #pennystocks #news

https://t.co/aKLlgINDMH",Deplorable CANADIAN Pro Trump ???? ????????,06/09/2020,0,0,Retweet,,5,0,
GILD,"RT @InsidrFinancial : $RLFTF $CYDY $GILD $REGN

#rlf #rlftf #rlf100 #covid19 #pennystocks #news

https://t.co/orWJI0hchi",Deplorable CANADIAN Pro Trump ???? ????????,06/09/2020,0,0,Retweet,,6,0,
GILD,"Key coronavirus forecast predicts over 410,000 total U.S. deaths by Jan. 1: 'The worst is yet to come'

$MDGS $APDN $BNTX $JNJ $BMRA $PFE $MRNA $HTBX $SRNE $VXRT $NVAX $INO $CODX $AIM $ALT $ABIO $VBIV $BMRA $IBIO $TNXP $ABBV $XSPA $GILD $VIR $BCRX $TNXP
https://t.co/yKbJGwdfv8",?? VentureInvestors ©?,06/09/2020,1,0,Tweet,,0,0,
GILD,"RT @JamesTodaroMD : Despite efforts to promote Gilead’s Remdesivir as the “lifesaving treatment” for COVID-19, $GILD is back down to its pre-pandemic price.

The studies on Remdesivir never looked that great.

I guess investors eventually realized that Remdesivir wasn’t going to be in high demand. https://t.co/nX2WKanY2h",Tina davidson,06/09/2020,0,0,Retweet,,0,0,photo
GILD,"Join the free discord server for day and swing plays. You don’t need a large capital ?? https://t.co/faP8cLJb0D

$msft $pypl $aapl $baba $nflx $fb $ba $bynd $spy $wmt $sq $gild $spot $tsla $cvx $nke $snap $nvda $mrna https://t.co/ZpehnTkJNg",Artaholics.,06/09/2020,2,0,Tweet,,0,0,photo
GILD,"$GILD Gilead Sciences #Options Power, #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #optionstrade #optiontrading #stocks #stock #StockMarket #Investment #investing #invest #investor #investors #UOA https://t.co/Gr3YvQQ4OY https://t.co/mNumJe62To",TickWatcher,06/09/2020,1,0,Tweet,,16,0,photo
GILD,"Galapagos and Gilead at ERS2020 $GLPG $GILD
https://t.co/E9ZT1yMeYR https://t.co/oPAD9cRBpE",Lama Daila,06/09/2020,12,1,Tweet,,0,0,photo
GILD,"Some other stocks that deserve your attention and could be good additions are 

$AFL $AXP $BDX $BMY $CB $COP $CSCO $CVS $CVX $DFS $DUK $ET $GILD $HBI $INTC $IP $JPM $KO $KR $LMT $LUV $MFA $MSFT $NUE $O $PFE $PNNT $RTX $SO $T $WELL $VTR $XOM

And $WBA ??",Bret,06/09/2020,2,1,Reply,,0,0,
GILD,"$btg, $ppl, $kr, $ing, $db, $aptv, $mpc, $alk, $eqt, $zm, $gt, $car, $aa, $mrna, $infy, $bkr, $aig, $cnhi, $wmt, $amrn, $carr, $disca, $tpr, $nflx, $gild, $amtd, $paa, $cop, $syf, $stwd, $stor, $ssl, $kim, $cgc, $ally, $jnj, $aeo, $pep, $amcr, $eog, $am, $aes, $atvi, $amat, $mt https://t.co/t7364dTQQ3",BERNARD CLAY,06/09/2020,0,0,Tweet,,0,0,photo
GILD,"$RLFTF $CYDY $GILD $REGN

#rlf #rlftf #rlf100 #covid19 #pennystocks #news

https://t.co/orWJI0hchi",Insider Financial,06/09/2020,3,2,Tweet,,6,0,
GILD,The NASDAQ-100 Now: 3 Big Problems https://t.co/gHITEfuP6y via @forbes #futures #zoom #Robinhood #TDAmeritrade #Moderna #Nikola #ExxonMobil #petroleum $VIX $VXN $NKLA $PTON $GILD $AAL $DAL $CCL,John Navin,06/09/2020,0,0,Tweet,,8,1,
GILD,"$BCRX $GILD $CYDY $AZN $JNJ

#bcrx #biocryst #pennystocks #news #covid19

https://t.co/AQQBtP5H8J",Insider Financial,06/09/2020,0,0,Tweet,,5,0,
GILD,"$ONCS @OncoSec #OncoSec ????

$BMY $MRK $NKTR $GWPH $AFMD $ADAP $CYCC $LPTX $TRIL $PIRS $BLCM $NTLA $EDIT $CRSP $CLLS $BLUE $XON $ZIOP $SGMO $NK $NVAX $FATE $INO $SRNE $MRNA $IONS $CALA $ALLO $AZN $GSK $GILD $NVS $ABBV $BIIB $REGN $LLY $SNY $PFE $RHHBY $AMGN $JNJ $BAYRY $XBI $IBB https://t.co/g76zjYLf7I",ADAPLONG,06/09/2020,2,0,Tweet,,1,1,
GILD,"https://t.co/B0s6R5dQfR $spy $spx $ndx $qqq $rut $iwm $gm, $jets, $ddog, $gs $jpm $gild $ccl $lqd $t $hyg $xbi $xrt",Gary Lundy,06/09/2020,0,0,Tweet,,0,0,
GILD,"RT @InvestorVenture : $AIM KidneyIntelX in Multi-Center Study to Monitor and Predict Kidney Risk in COVID-19 Patients
$BNTX $JNJ $BMRA $PFE $MRNA $HTBX $SRNE $VXRT $NVAX $INO $CODX $AIM $ALT $ABIO $VBIV $BMRA $IBIO $XSPA $GILD $VIR $BCRX $TNXP
@StanTradingMan @yatesinvesting
#Stocks @Sh0kDynasty #DDTG https://t.co/SXegsK5SIR https://t.co/r4IFP4FuGf",soulinger,06/09/2020,0,0,Retweet,,2,3,photo
GILD,"Altimmune Inc $ALT CEO To Confirm Acquisition Discussions Ongoing In NYC, Announcement Pending
https://t.co/18fy8EY2vD

$LLY $CFG $UTX $AAL $LB $SBGL $RBNW $NLSN $HON $APC $WMB $GILD $APA $DISCA",Fly On The Wall,06/09/2020,0,0,Tweet,,0,0,
GILD,"$AMZN $AAPL $AMD $BA $BABA $FB $CRM $DDOG $TGT 
$GOOGL $ROKU $TSLA $SPX $SPY $TDOC $COST $ZM 
$GILD $USO $NVDA $ROKU $BYND $SNAP 

We will give 3 days free trail + quick alerts to get you on top of everyone and make $$$$$ 
@Everyone
join us https://t.co/UMGs0Urd4M https://t.co/xxMsOvCsJK",stock team,06/09/2020,0,0,Tweet,,0,1,photo
GILD,"RT @InvestorVenture : $AIM KidneyIntelX in Multi-Center Study to Monitor and Predict Kidney Risk in COVID-19 Patients
$BNTX $JNJ $BMRA $PFE $MRNA $HTBX $SRNE $VXRT $NVAX $INO $CODX $AIM $ALT $ABIO $VBIV $BMRA $IBIO $XSPA $GILD $VIR $BCRX $TNXP
@StanTradingMan @yatesinvesting
#Stocks @Sh0kDynasty #DDTG https://t.co/SXegsK5SIR https://t.co/r4IFP4FuGf",BK,06/09/2020,0,0,Retweet,,2,3,photo
GILD,"$GILD https://t.co/CYVUfr7VdC 

holding this volume profile like a champ.  Forming a rounded base?",Lau Networks Investing LLC,06/09/2020,0,0,Tweet,,0,0,
GILD,Wow - Gilead $GILD invests $120M in a preclinical stage anti-CCR8 drug designed to destroy Tumor-infiltrating T-regulatory (TITR) cells https://t.co/MkQrZn6ID5,Olivier Elemento,06/09/2020,4,0,Tweet,,0,0,
GILD,RT @bio_clouseau : $GILD inhaled remdesivir P1/2 begins this month https://t.co/nh5xS6oLi9,MARY Aurélien,06/09/2020,0,0,Retweet,,0,0,
GILD,"$AIM KidneyIntelX in Multi-Center Study to Monitor and Predict Kidney Risk in COVID-19 Patients
$BNTX $JNJ $BMRA $PFE $MRNA $HTBX $SRNE $VXRT $NVAX $INO $CODX $AIM $ALT $ABIO $VBIV $BMRA $IBIO $XSPA $GILD $VIR $BCRX $TNXP
@StanTradingMan @yatesinvesting
#Stocks @Sh0kDynasty #DDTG https://t.co/SXegsK5SIR https://t.co/r4IFP4FuGf",?? VentureInvestors ©?,06/09/2020,5,3,Tweet,,2,3,photo
GILD,@rossoscud @Richard58611506 Two weeks ago I was very defensive of the entire weak sector but compare the charts of $INO $GILD  $HGEN and $CYDY. Could it be that the isolated strength in $CYDY in conjunction with the MACD PPO PMO reversal buy signals are an anomally? Sure but I think not just as .....,Friar Tuck,06/09/2020,2,0,Reply,,0,2,
GILD,"$CYDY $AMRN $GILD $SRNE $BCRX

#cydy #cytodyn #statnews #pennystocks #news

https://t.co/aKLlgINDMH",Insider Financial,06/09/2020,1,1,Tweet,,5,0,
GILD,"$BCRX $GILD $REGN $AYTU $NVAX

#biocryst #gilead #bcrx #covid19 #pennystocks #news

https://t.co/NF6XpVeUGX",Insider Financial,06/09/2020,0,0,Tweet,,6,0,
GILD,"$ITOX I can't believe traders are ignoring this down this low?? 

$AAPL $AMD $AMRN $AAL $BAC $AMZN $MSFT $BA $ABT $TSLA $X $NVDA $GE $DIS $CCL $UBER $DAL $NFLX $FB $T $F $MU $SQ $M $ZM $XOM $GILD $ROKU $UAL $JPM $ABBV $FCX $SNAP $BABA $WFC $RCL $BA $IBIO $INO $AYTU $GNC $VISL $C https://t.co/lqq5tl85MS",Obi,06/09/2020,4,2,Tweet,,0,0,
GILD,"$ITOX working with fortune 100 auto company?

$SRNE $TGI $UCO $USO $XSPA $ZM $GILD $KTOV $COST $ADAP $NAK $CGC $DKNG $MNLO $AAL $MGM $AYTU $POAI $VISL $UAVS $MARK $LK $INO $VBIV $RMBL $NNDM $MVIS $NVAX $GILD $CODX $GPRO $MRNA $PLUG $AAL $MRSN $OEC $EIGI $METC $TGI $GRNQ $NK $GEVO https://t.co/lwhFKFcYDh",Obi,06/09/2020,1,1,Tweet,,0,0,
GILD,"$ITOX is the future. .0119 is a steal https://t.co/79oMJAdnfP????

$AAPL $AMD $AMRN $AAL $BAC $AMZN $MSFT $BA $ABT $TSLA $X $NVDA $GE $DIS $CCL $UBER $DAL $NFLX $FB $T $F $MU $SQ $M $ZM $XOM $GILD $ROKU $UAL $JPM $ABBV $FCX $SNAP $BABA $WFC $RCL $BA $IBIO $INO $AYTU $GNC $VISL $C",Obi,06/09/2020,0,0,Tweet,,0,0,
GILD,"$ITOX is the future. .0117 is a steal https://t.co/79oMJAdnfP????

$AAPL $AMD $AMRN $AAL $BAC $AMZN $MSFT $BA $ABT $TSLA $X $NVDA $GE $DIS $CCL $UBER $DAL $NFLX $FB $T $F $MU $SQ $M $ZM $XOM $GILD $ROKU $UAL $JPM $ABBV $FCX $SNAP $BABA $WFC $RCL $BA $IBIO $INO $AYTU $GNC $VISL $C https://t.co/kOJ0LUu15Z",Obi,06/09/2020,0,0,Tweet,,0,0,
GILD,RT @LifeSciFocus : #CD47 trials $GILD $IMAB $ALXO $TRIL $TGTX $SRNE $BMY $ZLAB https://t.co/QMGoBgTfu8,bob,06/09/2020,0,0,Retweet,,1,0,photo
GILD,$GILD Gilead-HiFiBiO Ink Deal to Develop Antibodies Against Leukemia https://t.co/c3qWOUYYPv,Duke_Kaboom,06/09/2020,0,0,Tweet,,0,0,
GILD,"Are you ready for your 10-Day free trial, No credit Card required. Begin growing your portfolio with OptionAlarm Option Swing Trades today! https://t.co/UJkqIvTiXO $AAPL $TSLA $ZM $SHOP $GILD",OptionAlarm,06/09/2020,0,0,Tweet,,0,0,
GILD,"?????????????????????????????????????????????$BA?????????????????
$KO 10/16(?)
$GILD 10/22(?)
$GD 10/28(?)
$GE 10/28(?)
$BA 10/28(?)
$NOC 10/29(?)
$CVX 10/30(?)",????,06/09/2020,0,0,Tweet,,0,0,
GILD,"$BYFC huge merger UNSEEN/OVERLOOKED. Now LARGEST BLACK OWNED BANK!??
https://t.co/wCYX1gNvZi

$POLA $FDX $BLNK $TSLA $TTOO $CYDY $UPS $CARV $OPK $SPCE $INO $SHLO $TNDM $HIMX $BE $ATHE $AKRO $LKNCY $ODP $RLLCF $GILD $MSFT $BKYI $APEX $CODX $AMZN $CPSH $PPSI $OPTI $OZSC $HDII $SBES https://t.co/eo4UKUFfOB",Obi,06/09/2020,0,0,Tweet,,0,0,
GILD,RT @TomLandstreet : $CYDY Leronlimab vs. $GILD Remdesivir; David vs. Golliath,BohnAir,06/09/2020,0,0,Retweet,,0,0,
GILD,"RT @JamesTodaroMD : Despite efforts to promote Gilead’s Remdesivir as the “lifesaving treatment” for COVID-19, $GILD is back down to its pre-pandemic price.

The studies on Remdesivir never looked that great.

I guess investors eventually realized that Remdesivir wasn’t going to be in high demand. https://t.co/nX2WKanY2h",KÖK BÖR?,06/09/2020,0,0,Retweet,,0,0,photo
GILD,"9/4weekly

?My PF -3.49%
$VTI -2.4%
$VIG -2.0%
$VGT -4.2%
$AAPL -3.1%
$MSFT -6.4%
$V -5.1%
$NEE -0.8%
$AWK +1.7%
$WM -2.5%
$CRWD -1.3%
$RPRX -5.4%
$PINS -2.7%
$CLOU -5.0%
$LOW -5.5%
$GILD +1.2%
$MRNA -7.3%

$SPX -2.3%",F?????,06/09/2020,1,0,Tweet,,0,0,
GILD,"Try our Option Swing Trading service built for individuals who want to trade around their full-time careers. Take a free 10-day trail, No Credit Card https://t.co/XsoJzaR2hp $AAPL $GS $GILD $FB",OptionAlarm,06/09/2020,0,0,Tweet,,0,0,
GILD,Crispr Therapeutics $CRSP and Gilead Sciences $GILD Critical Review https://t.co/kfg7sEA2V9,Dakota Financial,06/09/2020,0,0,Tweet,,0,0,
GILD,Analyzing Crispr Therapeutics $CRSP and Gilead Sciences $GILD https://t.co/4ImXaey9P5,US Consumer News,06/09/2020,0,0,Tweet,,0,0,
GILD,Analyzing Crispr Therapeutics $CRSP and Gilead Sciences $GILD https://t.co/I3rAQj0yr5 #stocks,US Banking News,06/09/2020,0,0,Tweet,,1,0,
GILD,"$CYDY $GILD $BCRX $IBIO $SRNE

#cydy #cytodyn #pennystocks #covid19 #leronlimab #remdesivir

https://t.co/OccJIeXpYi",Insider Financial,06/09/2020,7,1,Tweet,,6,0,
GILD,"$AMZN $AAPL $AMD $BA $BABA $FB $CRM $DDOG $TGT 
$GOOGL $ROKU $TSLA $SPX $SPY $TDOC $COST $ZM 
$GILD $USO $NVDA $ROKU $BYND $SNAP 

We will give 3 days free trail + quick alerts to get you on top of everyone and make $$$$$ 
@Everyone
join us https://t.co/UMGs0Urd4M https://t.co/WJ98vjaXld",stock team,06/09/2020,0,0,Tweet,,0,1,photo
GILD,"RT @BasvMullem : @Lama_Daila Let’s wait and see. If the story is right, I expect an official press release somewhere today or tomorrow COB as the US is having a bank holiday and $GILD should be in the lead. Expect $GLPG is willing to share this exciting news during their shareholders session on Tuesday.",Joe Gambiste,06/09/2020,0,0,Retweet,,0,1,
GILD,"@Lama_Daila Let’s wait and see. If the story is right, I expect an official press release somewhere today or tomorrow COB as the US is having a bank holiday and $GILD should be in the lead. Expect $GLPG is willing to share this exciting news during their shareholders session on Tuesday.",Bas van Mullem,06/09/2020,0,1,Reply,,0,1,
GILD,RT @LifeSciFocus : #CD47 trials $GILD $IMAB $ALXO $TRIL $TGTX $SRNE $BMY $ZLAB https://t.co/QMGoBgTfu8,Gianfranco Trapani,06/09/2020,0,0,Retweet,,1,0,photo
GILD,"$BCRX $GILD $CYDY $AZN $JNJ

#bcrx #biocryst #pennystocks #news #covid19

https://t.co/AQQBtP5H8J",Insider Financial,06/09/2020,0,0,Tweet,,5,0,
GILD,"RT @InsidrFinancial : $CYDY $GILD $RLFTF $BCRX $JNJ $SRNE $IBIO

#cytodyn #fauci #whitehouse #news #covid19 #pennystocks

https://t.co/saSXft76gR",Mr. P,06/09/2020,0,0,Retweet,,6,0,
GILD,$GILD in Uptrend: RSI indicator exits oversold zone. View odds for this and other indicators: https://t.co/f4vGi12hnd #GileadSciences #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today https://t.co/Yaa7SqDsCu,Tickeron,06/09/2020,0,0,Tweet,,10,0,photo
GILD,"$FSLY $ZI $PLUG ???????????????????????
$GILD ?????????????",lalatake,06/09/2020,0,0,Reply,,0,0,
GILD,RT @TomLandstreet : $CYDY Leronlimab vs. $GILD Remdesivir; David vs. Golliath,M Ochoa,06/09/2020,0,0,Retweet,,0,0,
GILD,"RT @InsidrFinancial : $CYDY $GILD $RLFTF $BCRX $JNJ $SRNE $IBIO

#cytodyn #fauci #whitehouse #news #covid19 #pennystocks

https://t.co/saSXft76gR",LovelydayTech,06/09/2020,0,0,Retweet,,6,0,
GILD,"$CYDY $GILD $RLFTF $BCRX $JNJ $SRNE $IBIO

#cytodyn #fauci #whitehouse #news #covid19 #pennystocks

https://t.co/saSXft76gR",Insider Financial,06/09/2020,1,2,Tweet,,6,0,
GILD,New patent application published for: Polymorphs of Syk Inhibitors $GILD https://t.co/7J9lYuL963,Healthcare News,06/09/2020,0,0,Tweet,,0,0,
GILD,"RT @Option2Infinity : Thoughts on Tuesday’a market open after a red last two days ??
$msft $pypl $aapl $baba $nflx $fb $ba $bynd $spy $wmt $sq $gild $spot $tsla $cvx $nke $snap $nvda $mrna #stock #stockoptions #daytrade #discord #money #life #market

https://t.co/L7AUKJTlgd https://t.co/Qhn4BCuHWk",Reel v Zero,06/09/2020,0,0,Retweet,,7,0,photo
GILD,"Thoughts on Tuesday’a market open after a red last two days ??
$msft $pypl $aapl $baba $nflx $fb $ba $bynd $spy $wmt $sq $gild $spot $tsla $cvx $nke $snap $nvda $mrna #stock #stockoptions #daytrade #discord #money #life #market

https://t.co/L7AUKJTlgd https://t.co/Qhn4BCuHWk",Infinity Trader,06/09/2020,0,1,Tweet,,7,0,photo
GILD,"$CYDY $AMRN $GILD $SRNE $BCRX

#cydy #cytodyn #statnews #pennystocks #news

https://t.co/aKLlgINDMH",Insider Financial,06/09/2020,1,0,Tweet,,5,0,
GILD,RT @TomLandstreet : $CYDY Leronlimab vs. $GILD Remdesivir; David vs. Golliath,rajesh loga,06/09/2020,0,0,Retweet,,0,0,
GILD,RT @aaaamhim : $RSPI OVERSOLD GETTING LOADED! 52WKH 86 cents!??  $IONS $GBT $XON $CRSP $EDIT $NTLA $PBYI $BMRN $TSRO $CELG $BLUE $ALKS $ALNY $GILD $BIIB $AMGN $SGMO $ONCE $ENDP $PRGO $LCI $COLL $ANIP $EGRX $MYL $OSUR $PODD $TNDM $BIO $EW $ABT $MDT $ZIOP $KOOL $SRNE $CLLS $JNJ $GEVO https://t.co/jVYqsYqGSX,Sharpei,06/09/2020,0,0,Retweet,,0,0,
GILD,$GILD high OI range is 65.00 to 67.00 for option expiration 09/11/2020 PutCallRatio=0.42 #maxpain #options https://t.co/Gq0nljwPOe https://t.co/TZRXFaD4SG,max pain,06/09/2020,0,0,Tweet,,2,0,photo
